video_id,url,detected_drug,matched_surface_term,drug_confidence,auto_label,auto_label_text,auto_label_confidence,llm_label,llm_label_text,llm_confidence,llm_status,model_label,rule_label,active_learning_priority,oav_triple_count,ontology_mapping_count,behavior_cv_summary,education_top_action,education_category,education_score,validation_status,pending_review_count,completeness_score
7227905595716668698,,Methamphetamine,Fire,0.62,2,Misuse-related evidence,,,,,not_run_for_this_video,,,,5,0,,,,,needs_human_validation,6,0.778
7230604676700327174,,,,,0,No clear misuse evidence,,,,,not_run_for_this_video,,,,0,0,,,,,no_current_flag,0,0.556
7232326139858111790,,Fentanyl,Fentanyl,0.88,1,Weak / ambiguous drug reference,,,,,not_run_for_this_video,,,,5,0,,,,,needs_human_validation,4,0.778
7232418774475902250,,,,,0,No clear misuse evidence,,,,,not_run_for_this_video,,,,0,0,,,,,no_current_flag,0,0.556
7236374568255081774,https://www.tiktokv.com/share/video/7236374568255081774/,,,,2,Misuse-related evidence,,,,,not_run_for_this_video,,,,0,0,,,,,no_current_flag,0,0.556
7236570052391111937,,,,,0,No clear misuse evidence,,,,,not_run_for_this_video,,,,0,0,,,,,no_current_flag,0,0.556
7236675979962371355,,,,,0,No clear misuse evidence,,,,,not_run_for_this_video,,,,0,0,,,,,no_current_flag,0,0.556
7243856105397341466,,,,,0,No clear misuse evidence,,,,,not_run_for_this_video,,,,0,0,,,,,no_current_flag,0,0.556
7244339190794685697,,Heroin,Heroin,0.88,1,Weak / ambiguous drug reference,,,,,not_run_for_this_video,,,,5,0,,,,,needs_human_validation,4,0.778
7244579733038468354,,,,,0,No clear misuse evidence,,,,,not_run_for_this_video,,,,0,0,,,,,no_current_flag,0,0.556
7244655045319527726,,,,,1,Weak / ambiguous drug reference,,,,,not_run_for_this_video,,,,0,0,,,,,no_current_flag,0,0.556
7247188953625906458,,,,,0,No clear misuse evidence,,,,,not_run_for_this_video,,,,0,0,,,,,no_current_flag,0,0.556
7248722806807006507,,,,,0,No clear misuse evidence,,,,,not_run_for_this_video,,,,0,0,,,,,no_current_flag,0,0.556
7249186961905241386,,Fentanyl,fenty,0.82,0,No clear misuse evidence,,,,,not_run_for_this_video,,,,5,0,,,,,needs_human_validation,6,0.778
7250567457751207214,,,,,0,No clear misuse evidence,,,,,not_run_for_this_video,,,,0,0,,,,,no_current_flag,0,0.556
7250628438313209094,,,,,0,No clear misuse evidence,,,,,not_run_for_this_video,,,,0,0,,,,,no_current_flag,0,0.556
7251432970211380523,,,,,0,No clear misuse evidence,,,,,not_run_for_this_video,,,,0,0,,,,,no_current_flag,0,0.556
7253016634036669723,,,,,0,No clear misuse evidence,,,,,not_run_for_this_video,,,,0,0,,,,,no_current_flag,0,0.556
